fuente;profesion;contrato;jornada;descripcion;empresa;salario;Ciudad;Nivel educativo;años de experiencia;Fecha_Publicacion
1;Ingeniero de desarrollo  Net;Contrato a término indefinido;Tiempo Completo;En Intergrupo Bogotá estamos creciendo por eso nos encontramos en búsqueda de nuevos talentos Requerimos profesionales en ingeniería de sistemas o carreras afines. con experiencia mínima de tres años en desarrollo de aplicaciones Net. Bases de Datos SQL Server. y requerido Devextrem. Net Framework. Net Compact Framework 20. SQL Server 2008. SQL Server 2010. SQL Server 2012 Ofrecemos contrato a termino indefinido + Prestaciones sociales+ beneficios adicionales;INTERGRUPO;null;Bogotá; Carrera Profesional;3;11/07/2019
1;Ingeniero Desarrollador en PHP;Contrato de Obra o labor;Tiempo Completo;Importante empresa de Telecomunicaciones requiere para su equipo de trabajo Profesional quien sera el encargado de Implementar aplicaciones. automatizaciones y demás herramientas necesarias que permitan tener una mejora sostenida en las operaciones de canales no presenciales FORMACIÓN: Profesionales EXPERIENCIA: Experiencia áreas o procesos de servicio al cliente FUNCIONES: Análisis de necesidades de la operación: De acuerdo a las problemáticas presentadas se realiza el análisis para implementar software o automatizaciones que ayudan a mitigar dicho problema Desarrollo de aplicaciones: Diseño e implementación de diferentes herramientas tecnológicas para a través de diferentes programas web o de gestión de datos. se de solución a las necesidades de la operación Apoyo en Gestión de Datos: De acuerdo a las necesidades. se realiza apoyo en el cruce de información de diferentes Bases de datos Soporte funcional Desarrollos: Garantizar la continuidad y el funcionamiento de las herramientas desarrolladas Implementar aplicaciones WEB que permitan mejorar en los procesos de control y seguimiento Mejora en Procesos mediante la implementación de soluciones garantizando la optimización de los recursos y generar valor a la compañía TIPO DE CONTRATO: Obra o Labor SALARIO: $3700000;MANPOWER PROFESSIONAL LTDA;3.7;Medellín; Carrera Profesional;1;9/07/2019
1;Ingeniero sistemas;Contrato de Obra o labor;Tiempo Completo;Se solicita Ingeniero Telecomunicaciones. electrónica o sistemas con 2 años de experiencia. Experiencia en diseño de redes WLAN. Diseño Redes LAN. WAN. Conocimientos básicos sobre bases de datos (Oracle – SAP) y lenguaje SQL. Conocimientos sobre infraestructura Microsoft server 2003 / 2008 / 2012/2016 y linux Horario Laboral: Lunes a Viernes de 8:00 am a 6:00 pm. un Sábado cada 15 días de 9:00 am a 12:00m. horario y días no hábil que requiera la operaciónSalario: a convenir + comisiones Presentarse el día 16 Mayo 8:00 am 2:00 pm con hoja de vida en la carrera 72c 23f 06 Modelia. preguntar por Tatiana Alvira;OCUPAR TEMPORALES SA;null;Bogotá; Carrera Profesional;2;10/07/2019
1;Ingeniero Electronico;Contrato de Obra o labor;Tiempo Completo;En Futesa nos encontramos en la búsqueda de INGENIERO ELECTRONICO para laborar con compañía dedicada a la elaboración de equipos biomedicos El personal postulado debe tener conocimientos en ensamble. programación básica. torno. taladro. soldadura de estaño y ensamble de tarjetas electrónicas Horarios: Lunes a viernes de 8:30 a 6:00 y Sábados de 9:00 a 1:00 Salario: $990000 mas bonificacion por rendimiento y prestaciones sociales Para laborar en la ciudad de MEDELLIN;FUTESA SA;0.99;Medellín; Carrera técnica;1;12/07/2019
1;Ingeniero de Operaciones;Contrato a término fijo;Tiempo Completo;Desarrollar los planes de Mantenimiento Preventivo y Correctivo de los diferentes equipos de la industria del petróleo Supervisar los Mantenimientos Diseñar los planes de monitoreo y control Participar tempranamente en los proyectos nuevos y sus modificaciones Diseñar los planes de aplicación de nuestro producto para realizar la desincrustación en los equipos Identificar peligros y evaluar riesgos. proponiendo acciones de prevención y mitigación Verificar las tareas de campo efectuadas. ya sea por medio del personal propio del área o de contratistas;FRATER GROUP SAS;null;Bogotá; Carrera Profesional;8;28/05/2019
1;Ingeniero sistemas;Contrato de Obra o labor;Tiempo Completo;Se solicita Ingeniero Telecomunicaciones. electrónica o sistemas con 2 años de experiencia. Experiencia en diseño de redes WLAN. Diseño Redes LAN. WAN. Conocimientos básicos sobre bases de datos (Oracle – SAP) y lenguaje SQL. Conocimientos sobre infraestructura Microsoft server 2003 / 2008 / 2012/2016 y linux Horario Laboral: Lunes a Viernes de 8:00 am a 6:00 pm. un Sábado cada 15 días de 9:00 am a 12:00m. horario y días no hábil que requiera la operaciónSalario: a convenir + comisiones Presentarse el día 22 Mayo 8:30 am 2:00 pm con hoja de vida en la carrera 72c 23f 06 Modelia. preguntar por Tatiana Alvira;OCUPAR TEMPORALES SA;null;Bogotá; Carrera Profesional;2;9/07/2019
1;Director comercial;Tiempo Completo;null;"Importante empresa de ingeniería. enfocada en el diseño. fabricación y reparación de partes. repuestos y máquinas del sector industrial / metalmecánico; requiere: DIRECTOR COMERCIAL. quien se encargará de realizar el cierre de negociaciones con los clientes. informar pedidos a ejecutar. de acuerdo a negociaciones. elaborar y realizar seguimiento al plan de mercadeo. entre otras labores *Profesional INGENIERO MECÁNICO. con 5 años de experiencia en el cargo y el sector comercial Se labora de lunes a sábado SALARIO: $2700000 + prestaciones de ley";null;2.7;Dosquebradas; Carrera Profesional;5;9/07/2019
1;ingeniero industrial HSEQ;Tiempo Completo;null;Buscamos ANALISTA DE OPERACIONES Funciones: Desarrollar. vigilar y mantener los indicadores de la operación. manejo de los recursos y costos establecidos. generación de informes y mapeo de la operación Formación: Profesional en Ingeniería Industrial con experiencia laboral de un año en cargos similares. Manejo de Excel intermedio Manejo de inglés (mínimo 60%) Experiencia relacionada en labores de HSEQ Horario: lunes a viernes de 8:00 am a 6:00 pm Salario: 1650880 a 1800000 + prestaciones de ley;null;1.7;Bogotá; Educación Media;1;10/07/2019
1;Convocatoria Ingeniero de Proyectos Nivel I;Contrato de Obra o labor;Tiempo Completo;Importante empresa de telecomunicaciones requiere Ingeniero de Proyectos Nivel I. debe tener minimo 1 año de experiencia en trabajo de campo en implementación de soluciones TI. debe ser Ingeniero de sistemas. telecomunicaciones. o carreras afines. con certificación de asistencia a curso de redes de datos o certificación de asistencia a curso Cisco CCNA/CCDA o equivalente a certificación de asistencia a curso ITIL (versión vigente). igualmente debe tener conocimientos comprobables sobre gerencia de proyectos bajo el modelo PMI o equivalente a redes IP y sistemas de telecomunicaciones (Redes WAN y telefonia IP) Sistemas de tecnologias de la información. sistemas de Data center. sistemas de seguridad de la información. bases de datos. identificación. formulación y planificación de nuevos proyectos y practicas de PMI. manejo de proyectos y practicas de PMI. manejo de proyect de microsoft;OCUPAR TEMPORALES SA;2.3;Bogotá; Carrera Profesional;2;9/07/2019
1;Ingeniero de planeación;Contrato de Obra o labor;Tiempo Completo;Importante empresa del sector metalmecanica requiere para su equipo de trabajo Profesional en Ingeniería industrial. mecánica. producción o afines con experiencia desarrollando tareas en programación de mantenimiento. entrega de materiales. organización de nuevos proyectos. costeo de ordenes de producción y seguimiento a las mismas. verificar entrega de equipo en reparación o revisión Para laborar de lunes a viernes de 7am a 5pm y sabado de 7am a 11pm Salario: 2100000+prestaciones;DIEZ Y NUEVE S A S;2.1;Bogotá; Carrera Profesional;3;10/07/2019
1;Convocatoria ingenieros electrónicos;Contrato a término indefinido;Tiempo Completo;Importante multinacional de telecomunicaciones. solicita ingeniero de soporte bilingüe (puede ser ingeniero de sistemas. electrónico y/o de comunicaciones. puede ser técnico o tecnólogo) opcional módulos de CCNA Debe ser Bilingüe con fluidez de 83% Conocimiento básico en redes Disponibilidad de tiempo para realizar turnos rotativos Rango salarial: 1. 5000- 2. 0000 Si cumples con el perfil preséntate el Lunes 8 de Julio en la Carrera 67B #48-07 Segundo piso horario de convocatoria de 8:00am - 5:00pm No te olvides traer tu hoja de vida;SYKES COLOMBIA SAS;1.9;Barranquilla; Carrera tecnológica;null;9/07/2019
1;Ingeniero civil y/o Arquitecto;Contrato de Obra o labor;Tiempo Completo;Se requiere Ingeniero Civil y/o Arquitecto. con experiencia general de 5 años contados a partir de fecha de expedición de tarjeta profesional y experiencia especifica como residente de interventoria de 3 años en proyectos de: Mejoramiento de viviendas. Escenarios deportivos. pavimentos y vías urbanas Las vacantes disponibles en Huila son para laborar en los municipios de: • NEIVA - Mejoramiento de vivienda • SAN AGUSTÍN - Vías y transporte • PITAL - Vías y transporte • PALESTINA - Escenarios deportivos • ÍQUIRA - Vías y transporte • GIGANTE - Escenarios deportivos • CAMPOALEGRE - Escenarios deportivos 2 • CAMPOALEGRE - Vías y transporte • CAMPOALEGRE - Escenarios deportivos 1 • AGRADO - Escenarios deportivos • SANTA MARÍA - Mejoramiento de vivienda • COLOMBIA - Vías y transporte • GARZÓN - Vías y transporte • ALGECIRAS - Mejoramiento de vivienda • TELLO - Mejoramiento de vivienda • PAICOL - Mejoramiento de vivienda • ÍQUIRA - Mejoramiento de vivienda • HOBO - Mejoramiento de vivienda (Por municipio trabaja un residente) Se requiere de un residente por municipio. debe tener una dedicación del 100%. horario de lunes a viernes de 7:00 am a 5:00 pm y sábado medio día Se ofrece contrato por duración de la obra o labor contratada con todas las prestaciones de ley Es requisito indispensable tener experiencia como residente de interventoría de acuerdo al perfil descrito anteriormente;CONSORCIO INTERESCENARIOS;3;Campoalegre; Carrera Profesional;5;11/07/2019
1;Administrador (ingeniero) de redes/sistemas;Contrato a término fijo;Tiempo Completo;Se requiere Ingeniero Telecomunicaciones o Informa?tica (Carrera Universitaria afi?n a las telecomunicaciones). Tecnólogos afines en Sistemas o Informática para administrar la operacio?n. seguridad y mantenimiento de la infraestructura de redes asegurando la calidad y performance de los servicios de la Organizacio?n Conocimientos necesarios: So?lidos conocimientos de fundamentos de redes y protocolos de comunicacio?n So?lidos conocimientos de sistemas operativos y servidores de red Conceptos y caracteri?sticas de redes LAN. WAN. Wireless. VPN. etc Sistemas y tipos de cableados para interconectar dispositivos Direccionamiento IP. ma?scaras. Subneteo. para cumplir determinados requerimientos Competencias. habilidades o aptitudes deseables: Planificacio?n y control Capacidad para detectar riesgos Visio?n de negocio Capacidad y agilidad de aprendizaje (para poder asimilar y procesar nueva informacio?n. particularmente cambiante con rapidez en el a?rea de ICT) Buen nivel de comunicacio?n oral y escrita Resolucio?n de problemas (identificacio?n y caracterizacio?n de problemas. evaluacio?n de opciones para la resolucio?n. implementacio?n de la solucio?n ma?s conveniente Capacidad de comunicacio?n interpersonal Capacidad y predisposicio?n para trabajar en equipo;CATEDRA-ATR SA;null;Bogotá; Carrera técnica;1;28/05/2019
1;Ingeniero de sistemas;Contrato de Obra o labor;Tiempo Completo;Se solicita profesional en ingeniería de sistemas. Experiencia 3 años en este desarrollo de SAP Business One ( específicamente este programa) . debe contribuir al desarrollo a la expansión al mantenimiento y buen manejo de los sistemas de la Compañía. en especial del RP. la red y el programa de nómina y las comunicaciones en General Salario: $3000000+ prestaciones de ley Horario: Lunes a Viernes 7:00 a 5:30 pm Presentarse el día 18 de junio hora 8:30 am con hoja de vida en la carerra 72c 23f 06 Modelia. preguntar por Tatiana Alvira;OCUPAR TEMPORALES SA;3;Bogotá; Carrera Profesional;3;8/07/2019
1;Ingeniero mecánico;Contrato de Obra o labor;Tiempo Completo;"Importante empresa de servicios requiere profesional en ingeniería mecánica. experiencia de 2 años en ventas. atención a clientes del sector industrial o construcción Buena presentacion personal. manejo de clientes. fluidez verbal Indispensable tener vehículo con documentos al día "" IMPORTANTE revisar paso a paso para postulaciones debajo del nombre de la empresa """;CONTACTAMOS OUTSOURCING SAS;null;Barranquilla; Carrera Profesional;2;2/07/2019
1;Ingeniero@ Financiero@;Contrato a término indefinido;Tiempo Completo;Si eres ingeniero@ Financiero@. Ingenier@ Industrial y cuentas con experiencia mínimo de 1 año en cargos relacionados con costeo y proyectos y manejo de excel intermedio Contrato termino indefinido Nuestros beneficios: ? Prima por quinquenios ? Prima extralegal de navidad ? Prima de regreso de vacaciones ? Auxilio de maternidad ? Auxilio por fallecimiento del trabajador o familiar directo ? Auxilio extralegal de alimentación & transporte ? Bonificación por cumplimiento de programación general ? Día de cumpleaños ? Entrega de kit escolar ? Préstamo para educación técnica. tecnológico o universitaria ? Reconocimiento al mejor bachiller LASA ? Auxilio de anteojos o tratamientos odontológicos ? Remuneración variable estratégica Para cargos de líderes y jefes ? Fondo de empleados ALAS;LA SA;null;Medellín; Carrera Profesional;1;12/07/2019
